cores,level,name,price,rank,sample,score,segment,threads
2,low_end,AMD Opteron 1212 HE,NA,3531,1,771,cpus,2
2,low_end,Intel Core2 Duo P7350 @ 2.00GHz,$19.99*,3532,495,770,cpus,2
4,low_end,ARM Cortex-A72 4 Core 1800 MHz,NA,3533,125,769,cpus,4
2,low_end,Intel Pentium T4300 @ 2.10GHz,$98.95*,3534,874,769,cpus,2
4,low_end,MT6761V/WAB,NA,3535,8,769,cpus,4
2,low_end,Athlon Dual Core 4850e,NA,3536,5,769,cpus,2
2,low_end,AMD Athlon II N350 Dual-Core,NA,3537,13,767,cpus,2
2,low_end,AMD Opteron 280,$264.85,3538,3,765,cpus,2
2,low_end,AMD A4-5150M APU,NA,3539,26,765,cpus,2
2,low_end,Celeron Dual-Core T3500 @ 2.10GHz,NA,3540,228,764,cpus,2
2,low_end,Intel Xeon 5120 @ 1.86GHz,$393.00,3541,8,763,cpus,2
4,low_end,"rockchip,rk3328",NA,3542,1,761,cpus,4
4,low_end,Intel Atom Z3735D @ 1.33GHz,NA,3543,89,761,cpus,4
2,low_end,Intel Core2 Duo SL9400 @ 1.86GHz,$253.00*,3544,178,761,cpus,2
4,low_end,"Qualcomm Technologies, Inc SCUBAIIOT",NA,3545,2,759,cpus,4
10,low_end,MT6797D,NA,3546,4,758,cpus,10
2,low_end,Intel Pentium T4400 @ 2.20GHz,$109.95*,3547,917,756,cpus,2
2,low_end,AMD Turion 64 X2 Mobile TL-62,$29.00*,3548,35,756,cpus,2
4,low_end,MT8173,NA,3549,4,755,cpus,4
2,low_end,Intel Celeron 887 @ 1.50GHz,NA,3550,62,754,cpus,2
2,low_end,AMD GX-218GL SOC,NA,3551,2,754,cpus,2
2,low_end,AMD A4-3330MX APU,NA,3552,35,752,cpus,2
2,low_end,Intel Core2 Duo T6570 @ 2.10GHz,$38.50*,3553,357,751,cpus,2
4,low_end,Rockchip RK3566 EVB1 DDR4 V10 Board,NA,3554,2,751,cpus,4
4,low_end,Intel Atom Z3560 @ 1.00GHz,NA,3555,4,749,cpus,4
2,low_end,Intel Celeron 1047UE @ 1.40GHz,NA,3556,3,748,cpus,2
8,low_end,Spreadtrum SC9853I-IA,NA,3557,6,748,cpus,8
2,low_end,Dual-Core AMD Opteron 1220 SE,NA,3558,1,748,cpus,2
2,low_end,Intel Core2 Duo E6420 @ 2.13GHz,$39.99*,3559,318,747,cpus,2
2,low_end,AMD Opteron 180,$119.95,3560,40,746,cpus,2
2,low_end,Intel Core2 Duo T8100 @ 2.10GHz,$999.99*,3561,589,746,cpus,2
2,low_end,Intel Pentium Dual T2390 @ 1.86GHz,NA,3562,1,745,cpus,2
2,low_end,Intel Pentium D 960 @ 3.60GHz,NA,3563,42,743,cpus,2
4,low_end,ARM Cortex-A55 4 Core 2124 MHz,NA,3564,1,742,cpus,4
4,low_end,Intel Atom Z3770 @ 1.46GHz,$149.44*,3565,86,739,cpus,4
4,low_end,MT8696,NA,3566,2,738,cpus,4
2,low_end,AMD Athlon Dual Core 5600B,NA,3567,4,737,cpus,2
2,low_end,Intel Core2 Duo E4500 @ 2.20GHz,$11.00*,3568,1025,737,cpus,2
2,low_end,Intel Core2 Duo T6500 @ 2.10GHz,$14.99*,3569,534,736,cpus,2
2,low_end,Intel Pentium D 3.40GHz,NA,3570,2,736,cpus,2
2,low_end,Athlon 64 Dual Core 3800+,NA,3571,1,736,cpus,2
2,low_end,AMD Opteron 270,$270.75*,3572,3,736,cpus,2
2,low_end,Intel Core2 Duo E6400 @ 2.13GHz,$29.94*,3573,1045,735,cpus,2
2,low_end,AMD Turion II Dual-Core Mobile M500,NA,3574,154,735,cpus,2
2,low_end,Intel Core i3-380UM @ 1.33GHz,NA,3575,78,734,cpus,4
2,low_end,Intel Celeron 2961Y @ 1.10GHz,NA,3576,4,732,cpus,2
4,low_end,ARM Cortex-A17 4 Core 1800 MHz,NA,3577,3,732,cpus,4
4,low_end,"Qualcomm Technologies, Inc APQ8096pro",NA,3578,1,730,cpus,4
2,low_end,AMD Athlon II P360 Dual-Core,$19.95*,3579,268,727,cpus,2
2,low_end,AMD Athlon Dual Core 4850B,NA,3580,6,727,cpus,2
2,low_end,AMD Opteron 1216 HE,NA,3581,3,727,cpus,2
2,low_end,AMD Athlon II Dual-Core M320,$30.00*,3582,234,726,cpus,2
2,low_end,AMD E2-3000 APU,NA,3583,17,726,cpus,2
4,low_end,MediaTek MT6761V/WBB,NA,3584,119,724,cpus,4
2,low_end,Intel Celeron B815 @ 1.60GHz,NA,3585,281,723,cpus,2
4,low_end,MT3561S,NA,3586,1,723,cpus,4
2,low_end,Intel Core2 Duo T7200 @ 2.00GHz,$45.50,3587,733,722,cpus,2
2,low_end,Intel Pentium T4200 @ 2.00GHz,$98.95*,3588,824,722,cpus,2
4,low_end,ARM Cortex-A72 4 Core 2000 MHz,NA,3589,55,720,cpus,4
4,low_end,MediaTek MT6761V/WE,NA,3590,44,719,cpus,4
2,low_end,AMD Athlon Dual Core 4450B,$31.00*,3591,82,719,cpus,2
2,low_end,AMD A4-3305M APU,$20.81*,3592,208,718,cpus,2
2,low_end,Intel Core2 Duo E6320 @ 1.86GHz,$39.99*,3593,255,717,cpus,2
4,low_end,"Qualcomm Technologies, Inc SDA429W",NA,3594,1,715,cpus,4
2,low_end,AMD Athlon II X2 260u,$83.44*,3595,43,713,cpus,2
2,low_end,Intel Pentium E2200 @ 2.20GHz,$54.00,3596,761,712,cpus,2
8,low_end,AC8257V/WAB,NA,3597,11,711,cpus,8
2,low_end,Intel Core2 Duo T6400 @ 2.00GHz,$14.99*,3598,817,711,cpus,2
2,low_end,AMD A4-3300M APU,$29.99*,3599,267,710,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 4600+,$349.95*,3600,441,710,cpus,2
4,low_end,ARM Cortex-A55 4 Core 1992 MHz,NA,3601,9,709,cpus,4
2,low_end,Intel Celeron E1400 @ 2.00GHz,$79.95,3602,68,709,cpus,2
2,low_end,AMD Athlon 64 FX-60 Dual Core,NA,3603,27,709,cpus,2
2,low_end,AMD Turion X2 Dual-Core Mobile RM-75,NA,3604,84,708,cpus,2
4,low_end,Rockchip RK3288,NA,3605,2,708,cpus,4
2,low_end,AMD Turion X2 Ultra Dual-Core Mobile ZM-82,NA,3606,92,707,cpus,2
2,low_end,AMD Athlon Dual Core 4450e,$14.48*,3607,104,705,cpus,2
4,low_end,Qualcomm MSM8974,NA,3608,47,705,cpus,4
4,low_end,MT8735T,NA,3609,2,704,cpus,4
4,low_end,Intel Atom E3840 @ 1.91GHz,NA,3610,2,704,cpus,4
4,low_end,Intel Atom Z3775 @ 1.46GHz,$500.00*,3611,204,703,cpus,4
2,low_end,Intel Pentium E2210 @ 2.20GHz,NA,3612,16,702,cpus,2
4,low_end,MT5893,NA,3613,1,702,cpus,4
2,low_end,Intel Core2 Duo T7250 @ 2.00GHz,$201.48*,3614,728,701,cpus,2
2,low_end,Intel Core2 Duo T5870 @ 2.00GHz,NA,3615,329,699,cpus,2
2,low_end,AMD Athlon II P320 Dual-Core,$19.95,3616,563,697,cpus,2
2,low_end,Intel Core2 Duo T7400 @ 2.16GHz,$149.95*,3617,156,697,cpus,2
2,low_end,AMD Opteron 1214,$90.18,3618,3,696,cpus,2
2,low_end,AMD Turion 64 X2 Mobile TL-66,$89.00*,3619,17,696,cpus,2
2,low_end,AMD Opteron 185,NA,3620,13,695,cpus,2
2,low_end,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,$61.00*,3621,19,695,cpus,2
8,low_end,MT6738,NA,3622,1,692,cpus,8
2,low_end,AMD Turion X2 Dual Core Mobile RM-76,NA,3623,9,691,cpus,2
2,low_end,AMD Athlon II P340 Dual-Core,$39.95*,3624,476,691,cpus,2
4,low_end,Intel Atom Z3560 @ 1.83GHz,NA,3625,1,690,cpus,4
2,low_end,Intel Core2 Duo L9300 @ 1.60GHz,NA,3626,34,690,cpus,2
2,low_end,Intel Celeron P4505 @ 1.87GHz,NA,3627,2,689,cpus,2
2,low_end,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,$39.95*,3628,36,689,cpus,2
2,low_end,Intel Core2 Duo T5850 @ 2.16GHz,$27.79*,3629,105,687,cpus,2
2,low_end,Celeron Dual-Core T3000 @ 1.80GHz,NA,3630,176,687,cpus,2
4,low_end,Allwinner A133,NA,3631,5,686,cpus,4
8,low_end,Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,NA,3632,1,686,cpus,8
2,low_end,AMD Turion II Neo K685 Dual-Core,NA,3633,2,684,cpus,2
4,low_end,ARM Cortex-A55 4 Core 2100 MHz,NA,3634,5,683,cpus,4
2,low_end,AMD Opteron 175,NA,3635,12,682,cpus,2
2,low_end,Intel Core2 Duo T5750 @ 2.00GHz,$9.99*,3636,423,681,cpus,2
2,low_end,Athlon Dual Core 4450e,NA,3637,2,681,cpus,2
2,low_end,Intel Core2 Duo L7800 @ 2.00GHz,NA,3638,1,680,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 4200+,$109.95*,3639,1000,679,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 4800+,$149.95*,3640,483,679,cpus,2
2,low_end,Intel Pentium E2180 @ 2.00GHz,$19.50*,3641,850,678,cpus,2
2,low_end,Intel Celeron J3060 @ 1.60GHz,NA,3642,95,677,cpus,2
2,low_end,AMD Athlon II X2 270u,$67.67*,3643,4,675,cpus,2
2,low_end,AMD Turion 64 X2 Mobile TL-64,$39.39*,3644,83,675,cpus,2
2,low_end,Intel Celeron 877 @ 1.40GHz,NA,3645,141,675,cpus,2
2,low_end,AMD Athlon Dual Core 4050e,NA,3646,40,674,cpus,2
2,low_end,Intel Celeron B800 @ 1.50GHz,$24.99*,3647,294,674,cpus,2
2,low_end,AMD Athlon X2 Dual Core BE-2400,NA,3648,17,674,cpus,2
2,low_end,AMD E2-3000M APU,$42.98*,3649,115,674,cpus,2
2,low_end,Intel Core2 Duo T7300 @ 2.00GHz,$89.95*,3650,627,672,cpus,2
4,low_end,Qualcomm MSM8974PRO-AA,NA,3651,6,672,cpus,4
2,low_end,Intel Pentium D 950 @ 3.40GHz,NA,3652,878,671,cpus,2
2,low_end,Intel Core i5-430UM @ 1.20GHz,NA,3653,16,670,cpus,4
2,low_end,Athlon Dual Core 4050e,NA,3654,6,670,cpus,2
2,low_end,AMD Athlon II Dual-Core M300,NA,3655,297,670,cpus,2
4,low_end,MediaTek MT8168A,NA,3656,54,670,cpus,4
2,low_end,AMD E2-7015 APU,NA,3657,8,669,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 4000+,NA,3658,618,668,cpus,2
2,low_end,AMD Turion X2 Dual-Core Mobile RM-72,$224.26*,3659,151,666,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 4400+,$298.95*,3660,637,666,cpus,2
4,low_end,VIA QuadCore U4650 @ 1.0+ GHz,NA,3661,3,666,cpus,4
2,low_end,AMD Athlon II N330 Dual-Core,NA,3662,10,665,cpus,2
4,low_end,Qualcomm MSM8974PRO-AB,NA,3663,20,665,cpus,4
4,low_end,Samsung EXYNOS5420,NA,3664,54,663,cpus,4
2,low_end,AMD Turion Dual-Core RM-75,$21.49*,3665,14,659,cpus,2
2,low_end,AMD Turion X2 Dual-Core Mobile RM-74,$14.95*,3666,131,655,cpus,2
2,low_end,Intel Celeron N3060 @ 1.60GHz,$282.00*,3667,781,654,cpus,2
4,low_end,MediaTek MT6737T,NA,3668,23,653,cpus,4
4,low_end,ARM Cortex-A72 4 Core 1500 MHz,NA,3669,177,652,cpus,4
4,low_end,ARM Cortex-A72 4 Core 2100 MHz,NA,3670,11,652,cpus,4
2,low_end,Intel Core2 Duo T5900 @ 2.20GHz,NA,3671,71,652,cpus,2
4,low_end,Broadcom STB (Flattened Device Tree),NA,3672,1,651,cpus,4
2,low_end,Intel Pentium T3400 @ 2.16GHz,$79.95*,3673,430,650,cpus,2
4,low_end,Qualcomm MSM8917,NA,3674,36,650,cpus,4
2,low_end,Intel Core2 Duo E4400 @ 2.00GHz,$42.50*,3675,448,650,cpus,2
2,low_end,Intel Core2 Duo T5600 @ 1.83GHz,NA,3676,320,650,cpus,2
2,low_end,AMD Turion Dual-Core RM-72,$29.90*,3677,20,649,cpus,2
2,low_end,AMD Opteron 170,NA,3678,5,648,cpus,2
8,low_end,ARM Cortex-A53 8 Core 1512 MHz,NA,3679,1,648,cpus,8
2,low_end,Intel Pentium 987 @ 1.50GHz,NA,3680,176,646,cpus,2
2,low_end,Intel Pentium 967 @ 1.30GHz,NA,3681,39,643,cpus,2
4,low_end,AMD GX-412TC SOC,NA,3682,3,641,cpus,4
2,low_end,AMD Athlon 64 X2 QL-66,NA,3683,26,641,cpus,2
2,low_end,Intel Pentium E2160 @ 1.80GHz,$20.00,3684,589,641,cpus,2
2,low_end,AMD A4-3320M APU,$39.00*,3685,36,640,cpus,2
4,low_end,ARM Cortex-A53 4 Core 1908 MHz,NA,3686,1,638,cpus,4
4,low_end,Rockchip (Device Tree),NA,3687,9,637,cpus,4
2,low_end,AMD Turion X2 Dual-Core Mobile RM-77,NA,3688,4,635,cpus,2
4,low_end,Intel Atom Z3740 @ 1.33GHz,NA,3689,407,634,cpus,4
2,low_end,AMD Turion 64 X2 Mobile TL-60,$15.95*,3690,393,631,cpus,2
4,low_end,ARM Cortex-A55 4 Core 1800 MHz,NA,3691,7,631,cpus,4
2,low_end,Intel Core2 Duo T5550 @ 1.83GHz,NA,3692,253,631,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 3800+,NA,3693,789,630,cpus,2
4,low_end,Qualcomm MSM8974PRO-AC,NA,3694,83,630,cpus,4
2,low_end,Intel Core2 Duo T5800 @ 2.00GHz,NA,3695,539,629,cpus,2
2,low_end,Intel Celeron E1500 @ 2.20GHz,$19.65*,3696,41,626,cpus,2
2,low_end,AMD Turion X2 Dual-Core Mobile RM-70,NA,3697,114,624,cpus,2
2,low_end,Intel Pentium U5600 @ 1.33GHz,NA,3698,15,624,cpus,2
2,low_end,Intel Pentium T3200 @ 2.00GHz,$12.00*,3699,352,623,cpus,2
2,low_end,Intel Pentium 957 @ 1.20GHz,$134.00*,3700,3,622,cpus,2
2,low_end,AMD Athlon 64 X2 QL-65,$22.00*,3701,135,622,cpus,2
4,low_end,Intel Atom Z3745 @ 1.33GHz,$30.00*,3702,98,621,cpus,4
2,low_end,AMD Athlon 64 X2 Dual-Core TK-57,NA,3703,142,620,cpus,2
2,low_end,Celeron Dual-Core T3300 @ 2.00GHz,$14.97*,3704,85,620,cpus,2
8,low_end,MT6795MM,NA,3705,1,618,cpus,8
2,low_end,AMD Athlon 64 X2 QL-64,NA,3706,155,617,cpus,2
2,low_end,Intel Core2 Duo E6300 @ 1.86GHz,$127.61*,3707,1025,615,cpus,2
4,low_end,Intel Atom Z3740D @ 1.33GHz,NA,3708,110,614,cpus,4
2,low_end,Intel Celeron N3010 @ 1.04GHz,NA,3709,29,612,cpus,2
2,low_end,AMD Athlon 64 X2 Dual Core 3600+,$68.25*,3710,179,610,cpus,2
2,low_end,Intel Celeron N3000 @ 1.04GHz,NA,3711,23,608,cpus,2
2,low_end,Intel Core2 Duo L7700 @ 1.80GHz,NA,3712,11,607,cpus,2
4,low_end,MediaTek MT8163,NA,3713,36,604,cpus,4
2,low_end,AMD Turion X2 Dual Core L510,NA,3714,2,603,cpus,2
2,low_end,AMD E1-2500 APU,NA,3715,349,602,cpus,2
2,low_end,AMD Turion II Neo N40L Dual-Core,NA,3716,38,602,cpus,2
2,low_end,AMD E1 Micro-6200T APU,NA,3717,1,600,cpus,2
2,low_end,Intel Xeon 5110 @ 1.60GHz,$35.00*,3718,19,600,cpus,2
4,low_end,Generic DT based system,NA,3719,12,600,cpus,4
2,low_end,AMD TurionX2 Ultra DualCore Mobile ZM-87,NA,3720,1,599,cpus,2
4,low_end,Allwinner H618,NA,3721,1,599,cpus,4
1,low_end,Intel Celeron G470 @ 2.00GHz,$35.15*,3722,44,599,cpus,2
4,low_end,Intel Atom Z3745D @ 1.33GHz,NA,3723,13,599,cpus,4
2,low_end,AMD GX-212JC SOC ,NA,3724,8,598,cpus,2
2,low_end,Intel Core2 Duo T7100 @ 1.80GHz,$14.99*,3725,314,598,cpus,2
1,low_end,AMD Sempron 150,$14.95*,3726,20,597,cpus,1
4,low_end,MediaTek MT6762V/CN,NA,3727,15,597,cpus,4
4,low_end,Qualcomm APQ 8084 (Flattened Device Tree),NA,3728,7,596,cpus,4
2,low_end,Intel Celeron J1750 @ 2.41GHz,NA,3729,5,595,cpus,2
4,low_end,rk3566,NA,3730,1,595,cpus,4
2,low_end,AMD Athlon 64 X2 Dual Core BE-2300,NA,3731,2,594,cpus,2
2,low_end,AMD Opteron 1212,$290.00*,3732,10,593,cpus,2
2,low_end,Intel Celeron J1800 @ 2.41GHz,NA,3733,347,592,cpus,2
2,low_end,AMD Athlon II X2 250u,$24.95,3734,69,592,cpus,2
2,low_end,AMD Athlon X2 Dual Core BE-2350,NA,3735,26,591,cpus,2
2,low_end,Intel Celeron N3050 @ 1.60GHz,$170.00*,3736,817,591,cpus,2
4,low_end,Amlogic,NA,3737,84,590,cpus,4
2,low_end,Intel Core2 Duo T5470 @ 1.60GHz,NA,3738,44,590,cpus,2
2,low_end,Intel Core2 Duo L7500 @ 1.60GHz,NA,3739,89,589,cpus,2
4,low_end,Qualcomm APQ8084,NA,3740,47,589,cpus,4
2,low_end,AMD Turion Dual-Core RM-74,NA,3741,1,588,cpus,2
2,low_end,Intel Celeron N2840 @ 2.16GHz,NA,3742,1449,588,cpus,2
2,low_end,Intel Pentium 2129Y @ 1.10GHz,$134.00*,3743,17,587,cpus,2
2,low_end,AMD E1-7010 APU,NA,3744,82,584,cpus,2
2,low_end,Celeron Dual-Core T3100 @ 1.90GHz,$32.00,3745,142,584,cpus,2
2,low_end,Intel Celeron 847E @ 1.10GHz,NA,3746,18,584,cpus,2
2,low_end,Intel Atom C2338 @ 1.74GHz,NA,3747,2,584,cpus,2
2,low_end,AMD Athlon 64 X2 QL-67,NA,3748,2,582,cpus,2
2,low_end,AMD E1-6015 APU,NA,3749,97,582,cpus,2
2,low_end,Intel Xeon MV 3.20GHz,NA,3750,1,582,cpus,4
4,low_end,MT6761V/WD,NA,3751,7,580,cpus,4
2,low_end,Intel Celeron U3600 @ 1.20GHz,NA,3752,26,579,cpus,2
2,low_end,Intel Core2 Duo U9600 @ 1.60GHz,NA,3753,120,578,cpus,2
2,low_end,Intel Atom C2358 @ 1.74GHz,NA,3754,2,578,cpus,2
2,low_end,Intel Core2 Duo T5670 @ 1.80GHz,NA,3755,126,577,cpus,2
2,low_end,AMD Athlon 64 X2 Dual-Core TK-42,NA,3756,31,577,cpus,2
2,low_end,Intel Celeron 1019Y @ 1.00GHz,NA,3757,13,576,cpus,2
4,low_end,ARM Cortex-A72 4 Core 1700 MHz,NA,3758,3,574,cpus,4
2,low_end,AMD Athlon 64 X2 Dual Core BE-2350,NA,3759,4,573,cpus,2
2,low_end,AMD E2-7015,NA,3760,2,572,cpus,2
2,low_end,AMD Athlon X2 Dual Core BE-2300,$89.95*,3761,38,570,cpus,2
2,low_end,Intel Pentium T2390 @ 1.86GHz,NA,3762,189,570,cpus,2
2,low_end,Intel Core2 Duo T5300 @ 1.73GHz,NA,3763,91,569,cpus,2
2,low_end,Intel Celeron 857 @ 1.20GHz,NA,3764,11,569,cpus,2
2,low_end,Intel Pentium D 830 @ 3.00GHz,NA,3765,1029,568,cpus,2
4,low_end,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,NA,3766,1,566,cpus,4
2,low_end,AMD Athlon 64 X2 3800+,NA,3767,2,566,cpus,2
4,low_end,Intel Atom Z3530 @ 1.33GHz,NA,3768,2,565,cpus,4
2,low_end,AMD Turion II Neo K625 Dual-Core,NA,3769,15,565,cpus,2
2,low_end,Intel Pentium T2410 @ 2.00GHz,NA,3770,27,565,cpus,2
2,low_end,AMD Athlon X2 Dual Core 6850e,NA,3771,2,564,cpus,2
2,low_end,Intel Core2 Duo E4300 @ 1.80GHz,$42.50*,3772,404,564,cpus,2
2,low_end,AMD Sempron Dual Core 2200,$39.95*,3773,10,563,cpus,2
2,low_end,Intel Celeron T1600 @ 1.66GHz,$19.99*,3774,73,562,cpus,2
2,low_end,Intel Celeron 867 @ 1.30GHz,$55.69*,3775,20,562,cpus,2
2,low_end,AMD Turion Dual-Core RM-70,$25.00*,3776,36,561,cpus,2
2,low_end,AMD Sempron 2650 APU,$168.20,3777,46,561,cpus,2
8,low_end,"Qualcomm Technologies, Inc MSM8929",NA,3778,3,560,cpus,8
4,low_end,Intel Atom Z3735E @ 1.33GHz,$117.00*,3779,15,557,cpus,4
2,low_end,AMD Sempron Dual Core 2300,$41.99*,3780,7,555,cpus,2
4,low_end,MT8765WA,NA,3781,13,552,cpus,4
4,low_end,ARM Cortex-A53 4 Core 1704 MHz,NA,3782,4,552,cpus,4
2,low_end,Intel Celeron E1200 @ 1.60GHz,$99.95*,3783,79,551,cpus,2
2,low_end,Intel Celeron N2830 @ 2.16GHz,$149.99*,3784,818,550,cpus,2
2,low_end,Intel Pentium E2140 @ 1.60GHz,$158.99*,3785,353,549,cpus,2
2,low_end,Intel T1400 @ 1.73GHz,$15.00*,3786,17,548,cpus,2
1,low_end,Intel Celeron @ 1.30GHz,NA,3787,1,548,cpus,2
2,low_end,Intel T1500 @ 1.86GHz,NA,3788,9,548,cpus,2
1,low_end,Intel Celeron G465 @ 1.90GHz,$36.98*,3789,26,547,cpus,2
2,low_end,AMD Athlon 64 X2 QL-60,NA,3790,127,547,cpus,2
2,low_end,Intel Core2 Duo T5450 @ 1.66GHz,NA,3791,298,547,cpus,2
2,low_end,AMD E1-6010 APU,NA,3792,418,546,cpus,2
2,low_end,Intel Core2 Duo T5250 @ 1.50GHz,$89.95*,3793,214,545,cpus,2
4,low_end,ARM Cortex-A72 4 Core 1600 MHz,NA,3794,4,545,cpus,4
4,low_end,Spreadtrum SC9832E,NA,3795,1,543,cpus,4
2,low_end,Intel Pentium T2370 @ 1.73GHz,$25.00*,3796,149,543,cpus,2
4,low_end,Intel Atom Z3735F @ 1.33GHz,$500.00*,3797,1249,542,cpus,4
4,low_end,mt6762m,NA,3798,2,538,cpus,4
2,low_end,Intel Pentium U5400 @ 1.20GHz,NA,3799,27,538,cpus,2
2,low_end,Intel Pentium T2330 @ 1.60GHz,$149.95*,3800,153,538,cpus,2
2,low_end,Intel Pentium T2310 @ 1.46GHz,NA,3801,80,536,cpus,2
2,low_end,AMD TurionX2 Dual Core Mobile RM-70,NA,3802,34,536,cpus,2
2,low_end,AMD Athlon 64 X2 Dual-Core TK-53,NA,3803,61,535,cpus,2
2,low_end,AMD Sempron Dual Core 2100,$37.99*,3804,6,533,cpus,2
4,low_end,MT6739CH,NA,3805,4,533,cpus,4
2,low_end,AMD Athlon 64 X2 Dual Core 3400+,NA,3806,9,531,cpus,2
2,low_end,AMD Opteron 165,$868.54*,3807,11,531,cpus,2
2,low_end,AMD Athlon Neo X2 Dual Core L335,NA,3808,44,529,cpus,2
2,low_end,AMD Athlon II Neo K345 Dual-Core,NA,3809,11,527,cpus,2
4,low_end,MT8735A,NA,3810,1,527,cpus,4
2,low_end,Intel Atom S1260 @ 2.00GHz,$64.00*,3811,3,526,cpus,4
2,low_end,AMD Athlon 64 X2 QL-62,NA,3812,136,525,cpus,2
2,low_end,Intel Atom C2350 @ 1.74GHz,$43.00*,3813,3,523,cpus,2
2,low_end,Intel Core2 Duo SU9400 @ 1.40GHz,NA,3814,149,523,cpus,2
2,low_end,AMD Turion 64 X2 Mobile TL-52,NA,3815,92,523,cpus,2
2,low_end,Intel Core2 Duo U7300 @ 1.30GHz,NA,3816,212,522,cpus,2
8,low_end,MT6592,NA,3817,1,521,cpus,8
2,low_end,AMD Athlon 64 X2 Dual-Core TK-55,$72.74*,3818,100,518,cpus,2
4,low_end,MT8167D,NA,3819,7,517,cpus,4
1,low_end,AMD Athlon 64 FX-57,NA,3820,11,517,cpus,1
4,low_end,SAMSUNG JF,NA,3821,8,516,cpus,4
2,low_end,Intel T2050 @ 2.00GHz,NA,3822,1,516,cpus,2
2,low_end,Intel Celeron N2808 @ 1.58GHz,NA,3823,55,516,cpus,2
2,low_end,Intel Celeron U3400 @ 1.07GHz,NA,3824,15,516,cpus,2
2,low_end,Intel Core2 Duo L7400 @ 1.50GHz,NA,3825,4,516,cpus,2
2,low_end,Intel Core i3-330UM @ 1.20GHz,NA,3826,53,515,cpus,4
2,low_end,Intel Core2 Duo L7300 @ 1.40GHz,NA,3827,10,513,cpus,2
2,low_end,Intel Core2 Duo T5500 @ 1.66GHz,NA,3828,423,513,cpus,2
2,low_end,Intel Atom D2701 @ 2.13GHz,NA,3829,8,511,cpus,4
4,low_end,sun50iw6,NA,3830,1,511,cpus,4
4,low_end,"Qualcomm Technologies, Inc MSM8917",NA,3831,226,509,cpus,4
4,low_end,MT8161P,NA,3832,2,508,cpus,4
4,low_end,Rockchip RK3288 (Flattened Device Tree),NA,3833,2,508,cpus,4
4,low_end,MediaTek MT6735,NA,3834,27,507,cpus,4
2,low_end,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,$49.95*,3835,55,506,cpus,2
1,low_end,AMD Sempron 145,$39.99,3836,280,506,cpus,1
4,low_end,Intel Atom Z3736F @ 1.33GHz,NA,3837,141,503,cpus,4
1,low_end,AMD Sempron 130,$30.00*,3838,16,501,cpus,1
2,low_end,Intel Celeron N2815 @ 1.86GHz,NA,3839,104,499,cpus,2
2,low_end,Intel Core Duo T2700 @ 2.33GHz,NA,3840,11,498,cpus,2
2,low_end,Intel Pentium D 940 @ 3.20GHz,NA,3841,222,498,cpus,2
4,low_end,QCT APQ8064 FLO,NA,3842,14,497,cpus,4
2,low_end,Intel Celeron N2807 @ 1.58GHz,NA,3843,129,497,cpus,2
2,low_end,AMD Turion X2 Dual Core Mobile RM-70,$132.56*,3844,5,497,cpus,2
4,low_end,MT8735,NA,3845,2,495,cpus,4
2,low_end,Intel Celeron N2820 @ 2.13GHz,$225.00*,3846,229,495,cpus,2
4,low_end,"Qualcomm Technologies, Inc APQ8017",NA,3847,19,492,cpus,4
2,low_end,AMD E2-2000 APU,NA,3848,73,492,cpus,2
4,low_end,Unisoc SC9832e,NA,3849,24,492,cpus,4
4,low_end,Rockchip RK3328 box liantong avb,NA,3850,2,491,cpus,4
4,low_end,Intel Atom Z3770D @ 1.49GHz,NA,3851,1,488,cpus,4
2,low_end,AMD G-T56N,NA,3852,59,487,cpus,2
2,low_end,Intel Celeron N2806 @ 1.60GHz,NA,3853,37,487,cpus,2
2,low_end,AMD E-350D APU,NA,3854,41,486,cpus,2
2,low_end,Intel Pentium SU4100 @ 1.30GHz,NA,3855,196,485,cpus,2
1,low_end,AMD Athlon 64 3100+,NA,3856,1,484,cpus,1
4,low_end,ARM Cortex-A53 4 Core 1800 MHz,NA,3857,15,482,cpus,4
2,low_end,Intel Celeron 847 @ 1.10GHz,$315.00*,3858,425,481,cpus,2
1,low_end,Intel Xeon 3.20GHz,NA,3859,11,478,cpus,2
4,low_end,MT8167A,NA,3860,3,478,cpus,4
2,low_end,AMD Athlon II Neo N36L Dual-Core,NA,3861,25,478,cpus,2
1,low_end,Intel Celeron 925 @ 2.30GHz,NA,3862,58,477,cpus,1
2,low_end,AMD Athlon Neo X2 Dual Core L325,NA,3863,17,476,cpus,2
2,low_end,AMD Turion 64 X2 Mobile TL-50,$18.99*,3864,136,474,cpus,2
2,low_end,AMD E1-2200 APU,NA,3865,1,474,cpus,2
1,low_end,AMD Sempron 140,$11.95*,3866,281,472,cpus,1
