g2dmark,level,maxtdp,name,price,rank,sample,score,segment
633,mid_range,-1,Ryzen 3 Pro 4350G with Radeon Graphics,NA,626,101,"2,168",gpus
462,mid_range,80,Radeon HD 7770,300.00*,627,9157,"2,168",gpus
734,mid_range,-1,Radeon Ryzen 5 PRO 5650G,NA,628,41,"2,161",gpus
594,mid_range,-1,Radeon Ryzen 5 5625U,NA,629,225,"2,159",gpus
467,mid_range,55,GeForce GTX 745,284.95*,630,1717,"2,153",gpus
371,mid_range,30,Quadro M600M,251.99*,631,40,"2,146",gpus
519,mid_range,-1,Radeon Ryzen 7 4850U Mobile,NA,-1,1,"2,138",gpus
431,mid_range,-1,RadeonT RX Vega 11,NA,-1,1,"2,131",gpus
676,mid_range,-1,Radeon Ryzen 3 PRO 7330U,NA,632,5,"2,127",gpus
531,mid_range,-1,Radeon RX Vega 11,"1,002.00*",633,3594,"2,126",gpus
617,mid_range,-1,Ryzen 5 5560U with Radeon Graphics,NA,634,3,"2,120",gpus
641,mid_range,-1,Radeon Eng Sample: 100-000000285-40_Y,NA,-1,1,"2,116",gpus
519,mid_range,-1,Radeon Ryzen 5 5500U,NA,635,439,"2,114",gpus
584,mid_range,-1,Ryzen 7 4800H with Radeon Graphics,NA,636,39,"2,113",gpus
718,mid_range,-1,Radeon TM R9 A360,NA,637,3,"2,105",gpus
800,mid_range,-1,FirePro M5100,NA,638,11,"2,103",gpus
497,mid_range,-1,Radeon RX Vega 11 Ryzen 5 3400G,NA,639,103,"2,100",gpus
247,mid_range,-1,Quadro P520,"1,499.00*",640,211,"2,099",gpus
521,mid_range,-1,Radeon Ryzen 5 Microsoft Surface Edition,NA,641,63,"2,094",gpus
348,mid_range,100,GeForce GTX 580M,248.68*,642,101,"2,074",gpus
422,mid_range,-1,GRID M6-1Q,NA,643,1,"2,069",gpus
621,mid_range,-1,Radeon Ryzen 5 5600U,NA,644,314,"2,067",gpus
259,mid_range,-1,GeForce 945M,NA,645,39,"2,063",gpus
425,mid_range,100,Quadro 5000M,NA,646,11,"2,060",gpus
626,mid_range,-1,Ryzen 5 PRO 4650GE with Radeon Graphics,NA,647,110,"2,057",gpus
557,mid_range,-1,Radeon RX Vega 11 Ryzen 5 3400GE,NA,648,2,"2,057",gpus
546,mid_range,-1,Radeon Ryzen 7 4700U,NA,649,622,"2,051",gpus
549,mid_range,-1,Radeon Ryzen 7 PRO 4750U,NA,650,233,"2,037",gpus
552,mid_range,-1,Ryzen 7 4700U with Radeon Graphics,NA,651,532,"2,034",gpus
657,mid_range,-1,Ryzen 5 PRO 5650U with Radeon Graphics,NA,652,149,"2,034",gpus
548,mid_range,-1,Ryzen 7 PRO 4750U with Radeon Graphics,NA,653,252,"2,030",gpus
307,mid_range,-1,FirePro V7800,190.00*,654,5,"2,028",gpus
541,mid_range,60,Radeon R9 350,299.00*,655,25,"2,026",gpus
365,mid_range,150,GeForce GTX 460 SE,159.99*,656,695,"2,011",gpus
532,mid_range,85,Radeon Pro W5500M,NA,657,3,"2,010",gpus
547,mid_range,-1,Ryzen 5 5500U with Radeon Graphics,NA,658,1266,"2,010",gpus
313,mid_range,-1,Intel Iris Xe MAX,NA,659,6,"2,010",gpus
563,mid_range,-1,Ryzen 5 PRO 4500U with Radeon Graphics,NA,660,4,"2,008",gpus
442,mid_range,-1,GeForce GT 645,NA,661,11,"2,006",gpus
473,mid_range,-1,Radeon Vega 8 Ryzen 3 3200G,NA,662,85,"2,000",gpus
267,mid_range,75,Radeon R9 M385X,NA,663,9,"1,994",gpus
292,mid_range,65,GeForce GTX 765M,186.30*,664,1342,"1,994",gpus
369,mid_range,-1,Intel Iris Pro 580,NA,665,423,"1,992",gpus
551,mid_range,-1,Radeon R7 + R7 350 Dual,NA,666,2,"1,982",gpus
551,mid_range,-1,Radeon Ryzen Embedded V2718,NA,667,10,"1,982",gpus
401,mid_range,151,Radeon HD 5850,288.99*,668,2782,"1,978",gpus
431,mid_range,127,Radeon HD 6850,85.00*,669,6707,"1,972",gpus
585,mid_range,-1,Radeon Ryzen 7 PRO 5875U,NA,670,13,"1,969",gpus
615,mid_range,-1,Radeon Ryzen 5 5560U,NA,671,76,"1,968",gpus
733,mid_range,-1,Ryzen 3 5300G with Radeon Graphics,NA,672,18,"1,964",gpus
498,mid_range,-1,Radeon R7 + HD 7700 Dual,NA,673,6,"1,962",gpus
494,mid_range,-1,Radeon HD 7660D + HD 7700 Dual,NA,674,3,"1,958",gpus
413,mid_range,50,GeForce GTX 470M,NA,675,8,"1,953",gpus
559,mid_range,65,Radeon R7 450,299.00*,676,107,"1,946",gpus
309,mid_range,100,GeForce GTX 675M,NA,677,370,"1,944",gpus
461,mid_range,160,GeForce GTX 460 v2,199.99*,678,212,"1,927",gpus
409,mid_range,-1,Intel Iris Xe MAX 100,NA,679,2,"1,925",gpus
377,mid_range,152,Quadro 5000,"1,757.46",680,475,"1,924",gpus
750,mid_range,120,Radeon RX 570X,192.56*,681,1,"1,923",gpus
318,mid_range,75,GeForce GTX 670MX,NA,682,444,"1,921",gpus
517,mid_range,-1,Radeon HD 7560D + 7700 Dual,NA,683,1,"1,919",gpus
422,mid_range,150,GeForce GTX 560 SE,89.99*,684,288,"1,914",gpus
699,mid_range,-1,Matrox C680 PCIe x16,NA,685,8,"1,904",gpus
452,mid_range,-1,Radeon Vega 11 Ryzen 5 PRO 3400G,NA,686,13,"1,902",gpus
533,mid_range,-1,Radeon HD 7700-serie,NA,687,1,"1,899",gpus
380,mid_range,-1,Radeon RX 540,NA,688,35,"1,897",gpus
355,mid_range,-1,RadeonT Vega 8,NA,-1,1,"1,894",gpus
445,mid_range,-1,Radeon HD 8670D + HD 7700 Dual,NA,689,1,"1,892",gpus
90,midlow_range,-1,Radeon HD 7600G,NA,1643,186,309,gpus
104,midlow_range,-1,Radeon HD 7420G,NA,1644,196,309,gpus
176,midlow_range,-1,GeForce 605,136.83*,1645,124,308,gpus
134,midlow_range,29,GeForce GT 520,304.00*,1646,2178,306,gpus
308,midlow_range,45,Quadro FX 3500M,99.99*,1647,3,306,gpus
127,midlow_range,29,GeForce GT 610,139.99*,1648,5189,304,gpus
168,midlow_range,35,Radeon HD 8350G,NA,1649,25,304,gpus
185,midlow_range,19.5,NVS 315,69.99*,1650,162,301,gpus
178,midlow_range,-1,Radeon R1E,NA,1651,7,301,gpus
94,midlow_range,-1,Radeon R3,NA,1652,714,300,gpus
81,midlow_range,45,Radeon HD 6520G,NA,1653,1696,299,gpus
81,midlow_range,-1,Intel HD 500,NA,1654,557,298,gpus
102,midlow_range,-1,Radeon R5E,NA,1655,55,296,gpus
97,midlow_range,-1,Radeon HD 7500G,NA,1656,191,294,gpus
278,midlow_range,-1,GRID K120Q,NA,1657,4,293,gpus
290,midlow_range,-1,GeForce 9600M GT / GeForce GT 220M,NA,1658,5,293,gpus
19,midlow_range,-1,Radeon Vega 2 Athlon Silver 3050U,NA,-1,1,293,gpus
109,midlow_range,-1,GeForce 610M,NA,1659,1413,292,gpus
344,midlow_range,150,Radeon HD 2900 GT,NA,1660,5,292,gpus
106,midlow_range,80,Quadro FX 3500,68.98*,1661,207,292,gpus
17,midlow_range,-1,IncrediblE HD 3000,NA,-1,1,291,gpus
195,midlow_range,86,GeForce 7800 GTX,71.60*,1662,99,291,gpus
152,midlow_range,27,Radeon HD 7470,81.37*,1663,216,289,gpus
385,midlow_range,-1,Radeon HD 7450A,NA,1664,2,288,gpus
287,midlow_range,-1,GeForce 7950 Xtreme,NA,1665,1,288,gpus
81,midlow_range,-1,Intel HD P3000,NA,1666,112,287,gpus
98,midlow_range,-1,Radeon HD 8280,NA,1667,102,286,gpus
221,midlow_range,12,GeForce GT 415M,NA,1668,22,286,gpus
54,midlow_range,20,GeForce GT 520MX,NA,1669,476,285,gpus
163,midlow_range,-1,Mobile Intel HD,479.98*,1670,459,285,gpus
362,midlow_range,35,Mobility Radeon HD 5165,NA,1671,14,284,gpus
370,midlow_range,45,Radeon HD 2600 XT,159.00*,1672,474,283,gpus
120,midlow_range,65,Radeon HD 7480D,NA,1673,653,283,gpus
71,midlow_range,12,GeForce GT 520M,29.95*,1674,996,282,gpus
41,midlow_range,-1,GeForce 9600 GS,NA,1675,123,282,gpus
41,midlow_range,60,GeForce 9700M GTS,NA,1676,48,278,gpus
201,midlow_range,18,Radeon R5 235X,NA,1677,11,277,gpus
401,midlow_range,11,Radeon HD 6370M,NA,1678,11,276,gpus
93,midlow_range,-1,Qualcomm Adreno 630 GPU,NA,1679,17,274,gpus
263,midlow_range,45,GeForce Go 7900 GTX,NA,1680,2,270,gpus
328,midlow_range,29,GeForce 9650M GS,NA,1681,5,270,gpus
129,midlow_range,-1,Radeon HD 8280G,NA,1682,5,270,gpus
119,midlow_range,-1,Radeon HD 8400E,NA,1683,20,269,gpus
297,midlow_range,-1,Radeon HD 5470,NA,1684,3,268,gpus
109,midlow_range,-1,Radeon HD 7400G,NA,1685,64,267,gpus
398,midlow_range,-1,Mobility Radeon HD 550v,NA,1686,43,266,gpus
77,midlow_range,-1,NVS 4200M,399.00*,1687,1353,266,gpus
283,midlow_range,45,GeForce Go 7950 GTX,NA,1688,50,264,gpus
172,midlow_range,35,Radeon HD 8490,89.99*,1689,308,263,gpus
78,midlow_range,-1,Radeon HD 8400,NA,1690,1491,261,gpus
207,midlow_range,-1,Radeon HD 6450A,NA,1691,8,260,gpus
191,midlow_range,25,GeForce 510,69.99*,1692,26,260,gpus
80,midlow_range,45,Radeon HD 6480G,NA,1693,587,260,gpus
160,midlow_range,-1,GeForce 7900 GT,199.00*,1694,2,258,gpus
37,midlow_range,-1,Intel HD 3000,945.00*,1695,22322,256,gpus
146,midlow_range,65,Radeon HD 6370D,NA,1696,38,254,gpus
68,midlow_range,-1,GeForce 7900 GS,NA,1697,224,254,gpus
317,midlow_range,45,Quadro NVS 510M,NA,1698,1,254,gpus
167,midlow_range,35,Radeon HD 8470,NA,1699,43,252,gpus
84,midlow_range,-1,Radeon HD 8330E,NA,1700,34,251,gpus
248,midlow_range,-1,GeForce GT 415,NA,1701,3,251,gpus
216,midlow_range,-1,Radeon HD 7640G + 8600M Dual,NA,1702,1,250,gpus
67,midlow_range,-1,Radeon HD 8330,NA,1703,840,249,gpus
125,midlow_range,12,GeForce 410M,NA,1704,443,249,gpus
468,midlow_range,-1,GeForce 7900 GT/GTO,NA,1705,92,247,gpus
68,midlow_range,-1,CARRIZO 9874,NA,-1,1,247,gpus
81,midlow_range,-1,Radeon HD 8280E,NA,1706,19,245,gpus
272,midlow_range,-1,GeForce 7800 GT,80.00*,1707,73,244,gpus
172,midlow_range,19.5,NVS 310,62.06*,1708,378,243,gpus
393,midlow_range,96,Quadro FX 5500,"1,999.00*",1709,19,242,gpus
98,midlow_range,-1,Radeon HD4650,152.90*,1710,1,240,gpus
68,midlow_range,-1,Radeon R2,NA,1711,1060,239,gpus
62,midlow_range,-1,Radeon HD 8240,NA,1712,201,239,gpus
74,midlow_range,-1,Radeon HD 7640G + R5 M230 Dual,NA,-1,1,239,gpus
117,midlow_range,65,Radeon HD 6410D,NA,1713,379,238,gpus
362,midlow_range,13,Mobility Radeon HD 5470,NA,1714,1120,236,gpus
653,midlow_range,-1,Quadro FX 4500 X2,NA,1715,1,236,gpus
429,midlow_range,20,Radeon HD 4550,156.00*,1716,482,236,gpus
78,midlow_range,38,Quadro FX 570,115.00*,1717,251,233,gpus
330,midlow_range,-1,Mobility Radeon HD 3670,NA,1718,114,232,gpus
353,midlow_range,-1,Radeon E6465,NA,1719,2,231,gpus
107,midlow_range,-1,Radeon HD 6470M,569.99*,1720,2014,228,gpus
142,midlow_range,109,Quadro FX 4500,169.00*,1721,94,226,gpus
145,midlow_range,18,Radeon HD 7450,49.99*,1722,317,224,gpus
324,midlow_range,-1,GT 430,142.88*,1723,1,223,gpus
45,midlow_range,-1,Intel G965 Express,NA,1724,186,223,gpus
254,midlow_range,-1,Radeon R5 230,81.10*,1725,6,222,gpus
160,midlow_range,-1,Radeon HD 7340M,NA,1726,40,221,gpus
126,midlow_range,-1,A6 Micro-6500T Quad-Core APU with RadeonR4,NA,1727,7,220,gpus
404,midlow_range,-1,Mobility FireGL V5725,NA,1728,9,219,gpus
272,midlow_range,45,Quadro FX 2500M,17.50*,1729,24,218,gpus
158,midlow_range,-1,Radeon HD 6320 Graphic,NA,1730,4,216,gpus
26,midlow_range,-1,Intel Q45/Q43 Express Chipset,NA,1731,2449,216,gpus
59,midlow_range,35,Quadro FX 880M,NA,1732,765,216,gpus
398,midlow_range,13,Mobility Radeon. HD 5470,NA,1733,8,215,gpus
319,midlow_range,11,Mobility Radeon HD 5450,NA,1734,49,214,gpus
34,midlow_range,48,Radeon HD 4650,69.99*,1735,1529,214,gpus
456,midlow_range,-1,Intel HD 2000,NA,1736,1,213,gpus
46,midlow_range,58,GeForce GT 220,39.99*,1737,2181,213,gpus
89,midlow_range,-1,Radeon R2E,NA,1738,13,212,gpus
336,midlow_range,35,Radeon HD 2600 PRO,188.44*,1739,300,211,gpus
125,midlow_range,-1,GeForce Go 7600 GT,NA,1740,8,210,gpus
58,midlow_range,20,GeForce 320M,NA,1741,124,210,gpus
239,midlow_range,65,GeForce Go 7800 GTX,NA,1742,8,210,gpus
62,midlow_range,-1,Radeon HD 8250,NA,1743,257,209,gpus
42,midlow_range,-1,Intel Q965/Q963 Express,NA,1744,672,209,gpus
45,midlow_range,23,GeForce GT 330M,NA,1745,1276,209,gpus
119,midlow_range,45,GeForce 9700M GT,NA,1746,64,209,gpus
359,low_end,30,Quadro FX 560,150.25*,1908,25,114,gpus
318,low_end,66,Radeon X1950 Pro,NA,1909,116,113,gpus
430,low_end,-1,FirePro 2260,NA,1910,80,113,gpus
258,low_end,-1,GeForce 6800,559.29*,1911,117,113,gpus
273,low_end,-1,Sapphire RADEON X800 GT,NA,1912,2,113,gpus
302,low_end,-1,Intel HD Modded,NA,1913,3,112,gpus
371,low_end,-1,Radeon HD 4200,NA,1914,1302,112,gpus
54,low_end,13,GeForce 9200M GS,NA,1915,197,111,gpus
239,low_end,-1,Mobility Radeon HD 3400 Serisi,NA,1916,1,111,gpus
23,low_end,14,GeForce 310M,NA,1917,1320,111,gpus
343,low_end,-1,FireGL V7350,119.42*,1918,8,111,gpus
137,low_end,-1,Radeon HD 2600 Pro AGP,NA,1919,12,110,gpus
302,low_end,-1,Radeon HD 4270,NA,1920,25,110,gpus
166,low_end,-1,GeForce 6800 LE,NA,1921,7,110,gpus
160,low_end,-1,VIA/S3G Chrome 645/640 GPU,NA,1922,9,110,gpus
98,low_end,-1,Intel B43 Express Chipset,NA,1923,38,109,gpus
30,low_end,-1,Radeon HD 4330,NA,1924,536,109,gpus
480,low_end,25,Quadro FX 370 LP,NA,1925,2,108,gpus
30,low_end,20,Radeon HD 4350,102.24*,1926,2077,107,gpus
474,low_end,-1,Radeon Infoshock 3000,NA,1927,2,107,gpus
424,low_end,-1,Matrox G200e WDDM 2.0,NA,1928,2,106,gpus
278,low_end,57,Radeon X1950 GT,NA,1929,31,106,gpus
204,low_end,-1,GeForce Go 6800,NA,1930,21,106,gpus
160,low_end,-1,GeForce9400M,NA,1931,2,106,gpus
35,low_end,14,GeForce GT 320M,NA,1932,357,106,gpus
40,low_end,-1,GeForce G105M,NA,1933,154,106,gpus
32,low_end,45,Radeon HD 6290,NA,1934,431,105,gpus
342,low_end,-1,GeForce 9450,NA,1935,1,105,gpus
227,low_end,-1,Mobility Radeon X1700,NA,1936,22,105,gpus
238,low_end,101,Quadro FX 3400/4400,NA,1937,31,104,gpus
269,low_end,-1,M880G with Mobility Radeon HD 4250,NA,1938,454,104,gpus
59,low_end,45,Quadro FX 570M,NA,1939,162,104,gpus
42,low_end,50,GeForce 9400 GT,159.99*,1940,1381,104,gpus
319,low_end,-1,GeForce 9500M,101.20*,1941,7,104,gpus
352,low_end,-1,FireGL V3400,NA,1942,23,103,gpus
492,low_end,-1,Quadro FX 370 Low Profile,NA,1943,1,103,gpus
195,low_end,-1,GeForce 6800 GS/XT,NA,1944,12,103,gpus
79,low_end,-1,GeForce 9300 GS,59.95*,1945,42,102,gpus
65,low_end,20,GeForce 9500M GS,NA,1946,131,102,gpus
246,low_end,-1,Mobility Radeon HD 2400 XT,NA,1947,60,102,gpus
223,low_end,-1,Quadro FX Go1400,NA,1948,14,102,gpus
167,low_end,-1,GeForce 8300,22.68*,1949,62,102,gpus
77,low_end,142,Quadro FX 4000,NA,1950,1,101,gpus
160,low_end,40,GeForce 8300 GS,NA,1951,44,101,gpus
32,low_end,30.5,GeForce 210,54.15*,1952,6592,101,gpus
36,low_end,-1,Intel Media Accelerator HD,NA,1953,523,101,gpus
36,low_end,12,Quadro NVS 160M,NA,1954,403,100,gpus
272,low_end,41,Radeon X1600 Pro,NA,1955,116,99,gpus
71,low_end,-1,GeForce 9400,NA,1956,86,99,gpus
35,low_end,-1,GeForce G210,122.12*,1957,294,98,gpus
279,low_end,-1,Mobility Radeon HD 4250,NA,1958,400,98,gpus
413,low_end,-1,Radeon 3000,319.00*,1959,1519,98,gpus
259,low_end,-1,Mobility Radeon HD 3430,NA,1960,120,98,gpus
47,low_end,11,GeForce 8400M GS,78.20*,1961,630,98,gpus
95,low_end,-1,ION LE,NA,1962,19,98,gpus
366,low_end,-1,GeForce 9300GE,97.20*,1963,2,98,gpus
271,low_end,-1,RADEON X800 XT,NA,1964,9,98,gpus
189,low_end,10,Quadro NVS 130M,NA,1965,20,97,gpus
21,low_end,-1,Intel Q35 Express,NA,1966,1043,97,gpus
226,low_end,-1,Mobility Radeon HD serie 4200,NA,1967,4,97,gpus
264,low_end,-1,Radeon HD 3000,NA,1968,1,96,gpus
242,low_end,-1,GeForce 6700 XL,NA,1969,33,95,gpus
228,low_end,-1,MEDION RADEON X740XL,NA,1970,2,95,gpus
315,low_end,-1,Matrox G200eW3 WDDM 2.0,NA,1971,4,94,gpus
205,low_end,-1,Mobility Radeon HD 3470 Hybrid X2,NA,1972,8,94,gpus
29,low_end,35,Radeon HD 6250,NA,1973,297,94,gpus
249,low_end,-1,Mobility Radeon HD 3470,NA,1974,112,93,gpus
333,low_end,20,Quadro FX 370M,NA,1975,18,93,gpus
18,low_end,-1,Intel G41 Express Chipset,NA,1976,3188,93,gpus
282,low_end,-1,Mobility Radeon HD 4270,NA,1977,9,93,gpus
259,low_end,-1,M880G with Mobility Radeon HD 4200,NA,1978,221,93,gpus
250,low_end,-1,FireGL V5100,114.96*,1979,6,93,gpus
235,low_end,-1,Mobility Radeon X1600,NA,1980,149,92,gpus
425,low_end,-1,nForce 780a SLI,NA,1981,2,92,gpus
100,low_end,47,GeForce 8600 GS,NA,1982,93,92,gpus
257,low_end,-1,RADEON X600XT,NA,1983,2,92,gpus
293,low_end,-1,GeForce G205M,NA,1984,11,92,gpus
246,low_end,-1,Mobility Radeon HD 3450,NA,1985,66,91,gpus
260,low_end,-1,Mobility Radeon HD 4200,NA,1986,253,91,gpus
30,low_end,13,GeForce 9300M GS,43.42*,1987,490,90,gpus
29,low_end,20,GeForce 8600M GT,108.10*,1988,751,90,gpus
212,low_end,-1,Mobility Radeon HD 2400,NA,1989,86,90,gpus
68,low_end,-1,GeForce 7500 LE,NA,1990,75,90,gpus
287,low_end,-1,GeForce 6610 XL,NA,1991,11,89,gpus
24,low_end,24,Intel G45/G43 Express Chipset,NA,1992,975,87,gpus
307,low_end,17,Quadro FX 360M,NA,1993,45,87,gpus
377,low_end,21,Quadro FX 350,NA,1994,2,86,gpus
61,low_end,-1,GeForce 6600,264.00*,1995,344,86,gpus
235,low_end,-1,FireGL V3200,NA,1996,2,85,gpus
240,low_end,44,Radeon X1650 Pro,160.89*,1997,52,85,gpus
242,low_end,13,GeForce 9300M G,NA,1998,50,85,gpus
186,low_end,-1,ALL-IN-WONDER X800 GT,NA,1999,3,84,gpus
312,low_end,-1,Radeon X1300 PRO,NA,2000,54,84,gpus
17,low_end,-1,ION,229.99*,2001,458,84,gpus
423,low_end,-1,RADEON X800 GT,NA,2002,7,84,gpus
137,low_end,-1,GeForce 999 GTX,NA,2003,2,84,gpus
384,low_end,35,Quadro FX 370,125.00*,2004,55,84,gpus
350,low_end,-1,nForce 750a SLI,NA,2005,17,83,gpus
226,low_end,-1,Radeon HD 3200,NA,2006,1648,82,gpus
344,low_end,-1,GeForce 9100,NA,2007,113,82,gpus
261,low_end,-1,RADEON X850 XT Platinum Edition,NA,2008,9,82,gpus
235,low_end,-1,Mobility Radeon X2500,NA,2009,4,82,gpus
223,low_end,-1,MOBILITY FireGL V5000,NA,2010,2,82,gpus
343,low_end,-1,GeForce 9300 SE,NA,2011,1,82,gpus
366,low_end,-1,nForce 980a/780a SLI,NA,2012,11,82,gpus
159,low_end,-1,GeForce 8400,589.99*,2013,50,81,gpus
170,low_end,-1,RADEON X800 XT Platinum Edition,NA,2014,1,81,gpus
264,low_end,-1,Mobility Radeon 4100,NA,2015,16,81,gpus
326,low_end,-1,RADEON X850 XT,NA,2016,9,81,gpus
193,mid_range,-1,Qualcomm Adreno 8cx Gen 3,NA,690,38,"1,886",gpus
620,mid_range,-1,Ryzen 3 4300G with Radeon Graphics,NA,691,58,"1,879",gpus
425,mid_range,64,GeForce GTX 645,NA,692,457,"1,878",gpus
351,mid_range,50,Radeon Pro WX 4130,NA,693,18,"1,878",gpus
556,mid_range,-1,Ryzen 5 4600U with Radeon Graphics,NA,694,58,"1,874",gpus
351,mid_range,75,GeForce GTX 570M,NA,695,177,"1,874",gpus
226,mid_range,25,Quadro M520,NA,696,72,"1,870",gpus
561,mid_range,138,FirePro 3D V7800,599.99*,697,18,"1,867",gpus
197,mid_range,-1,GeForce MX130,NA,698,1326,"1,866",gpus
321,mid_range,50,Radeon RX 640,NA,699,104,"1,866",gpus
585,mid_range,-1,Radeon Eng Sample: 100-000000287-40_Y,NA,700,2,"1,862",gpus
294,mid_range,100,Quadro K4000M,254.00*,701,230,"1,860",gpus
413,mid_range,-1,Radeon RX Vega 11 Ryzen 7 3750H,NA,-1,1,"1,856",gpus
232,mid_range,70,Radeon R9 M385,NA,702,6,"1,853",gpus
715,mid_range,-1,GeForce 945A,NA,703,1,"1,852",gpus
600,mid_range,-1,Radeon Ryzen Embedded V2748,NA,704,2,"1,842",gpus
866,mid_range,-1,FirePro M5100 FireGL V,NA,705,1,"1,839",gpus
595,mid_range,-1,GRID M60-0B,NA,706,1,"1,838",gpus
466,mid_range,-1,Radeon HD 8570D + HD 7700 Dual,NA,707,3,"1,835",gpus
216,mid_range,-1,GeForce MX230,NA,708,532,"1,834",gpus
315,mid_range,-1,Intel Iris Plus,NA,709,2325,"1,829",gpus
333,mid_range,-1,Radeon R9 M375X,NA,710,45,"1,828",gpus
478,mid_range,-1,MxGPU,NA,711,5,"1,826",gpus
498,mid_range,-1,Radeon Vega 11,NA,712,397,"1,822",gpus
775,mid_range,-1,FirePro M6000,325.99*,713,1,"1,820",gpus
464,mid_range,-1,Radeon R9 M360,NA,714,98,"1,817",gpus
607,mid_range,-1,Ryzen 3 PRO 4350GE with Radeon Graphics,NA,715,34,"1,814",gpus
444,mid_range,-1,Intel UHD Graphics 770,NA,716,1677,"1,814",gpus
760,mid_range,-1,Matrox C900 PCIe x16,NA,717,2,"1,812",gpus
536,mid_range,-1,Ryzen 5 4500U with Radeon Graphics,NA,718,1326,"1,812",gpus
589,mid_range,-1,Radeon Ryzen 5 PRO 5675U,NA,719,26,"1,801",gpus
678,mid_range,-1,Radeon HD 8870M / R9 M270X / M370X,NA,720,88,"1,800",gpus
459,mid_range,-1,Radeon RX Vega 11 Processor,NA,721,18,"1,799",gpus
704,mid_range,-1,Ryzen 3 PRO 4200G with Radeon Graphics,NA,-1,1,"1,799",gpus
367,mid_range,-1,Embedded Radeon E9173,NA,722,6,"1,798",gpus
395,mid_range,35,Radeon Pro WX 2100,NA,723,128,"1,798",gpus
612,mid_range,-1,Radeon Ryzen 5 4600GE with Radeon Graphics,NA,724,2,"1,793",gpus
572,mid_range,-1,Radeon HD 8670D + 7700 Dual,NA,725,6,"1,789",gpus
455,mid_range,-1,Radeon RX Vega 10 Ryzen 5 3500U,NA,726,1,"1,778",gpus
538,mid_range,-1,Radeon Ryzen 3 PRO 5450U,NA,727,56,"1,773",gpus
315,mid_range,100,Quadro 5010M,235.95*,728,37,"1,772",gpus
386,mid_range,-1,Firepro W5170M,NA,729,80,"1,763",gpus
356,mid_range,64,GeForce GTX 650,109.98*,730,6809,"1,756",gpus
363,mid_range,-1,Intel Iris Plus 655,NA,731,936,"1,754",gpus
327,mid_range,-1,FirePro M6000 Mobility Pro,NA,732,78,"1,750",gpus
550,mid_range,-1,Radeon Ryzen 5 PRO 7645 6-Core,NA,-1,1,"1,749",gpus
593,mid_range,-1,Ryzen 3 PRO 4200GE with Radeon Graphics,NA,733,4,"1,748",gpus
343,mid_range,-1,Intel UHD Graphics 750,NA,734,870,"1,746",gpus
364,mid_range,-1,Radeon Vega 8 Ryzen 5 3550H,NA,735,22,"1,743",gpus
297,mid_range,75,GeForce GTX 670M,NA,736,642,"1,736",gpus
388,mid_range,-1,Intel Iris Plus 645,NA,737,23,"1,727",gpus
386,mid_range,175,Radeon HD 5830,258.99*,738,739,"1,727",gpus
435,mid_range,-1,Intel UHD Graphics P750,NA,739,20,"1,726",gpus
486,mid_range,-1,Radeon 550,96.79,740,2,"1,723",gpus
518,mid_range,-1,Radeon Vega 8 Ryzen 3 3200GE,NA,-1,1,"1,722",gpus
527,mid_range,-1,Ryzen 5 PRO 4650U with Radeon Graphics,NA,741,251,"1,714",gpus
546,mid_range,-1,Radeon Ryzen 7 7700 8-Core,NA,742,19,"1,714",gpus
403,mid_range,-1,Radeon Vega 8 Ryzen 3 PRO 3200G,NA,743,5,"1,710",gpus
592,mid_range,-1,Radeon Ryzen 9 PRO 7945 12-Core,NA,744,4,"1,708",gpus
356,mid_range,-1,Radeon HD 6900M,NA,745,468,"1,707",gpus
542,mid_range,-1,Radeon Ryzen 7 7800X3D 8-Core,NA,746,8,"1,706",gpus
544,mid_range,-1,Radeon Ryzen 5 7600X 6-Core,NA,747,35,"1,706",gpus
416,mid_range,55,Radeon HD 7750,99.99*,748,5701,"1,701",gpus
477,mid_range,-1,Radeon Vega 11 Ryzen 5 PRO 3400GE w/,NA,749,14,"1,700",gpus
235,mid_range,55,GeForce GTX 760M,NA,750,439,"1,692",gpus
436,mid_range,-1,Radeon E8860,NA,751,12,"1,686",gpus
407,mid_range,-1,Radeon RX Vega 10 Ryzen 7 3750H,NA,752,35,"1,686",gpus
708,mid_range,-1,Radeon Eng Sample: 100-000000263-30_Y,NA,-1,1,"1,684",gpus
533,mid_range,-1,Radeon R7 M380,NA,753,2,"1,669",gpus
312,mid_range,50,GeForce GT 755M,NA,754,765,"1,657",gpus
686,mid_range,-1,Radeon HD HD7850M,NA,755,1,"1,652",gpus
380,mid_range,-1,Radeon RX Vega 10,NA,756,1041,"1,652",gpus
367,mid_range,-1,Intel UHD Graphics 730,NA,757,1412,"1,650",gpus
602,mid_range,75,FirePro W600,414.99*,758,41,"1,642",gpus
629,mid_range,-1,Radeon HD 8870M,NA,759,15,"1,638",gpus
331,mid_range,75,Quadro K3000M,407.56*,760,341,"1,638",gpus
466,mid_range,-1,FirePro M4000 Mobility Pro,NA,761,37,"1,630",gpus
566,mid_range,-1,Ryzen 3 5400U with Radeon Graphics,NA,762,214,"1,626",gpus
572,mid_range,-1,Intel Iris Pro P6300,NA,763,14,"1,626",gpus
440,mid_range,-1,Radeon R7 M465X,NA,764,6,"1,624",gpus
442,mid_range,-1,Ryzen 7 2700U with Radeon Vega,NA,765,8,"1,617",gpus
458,mid_range,100,GeForce GTX 480M,NA,766,15,"1,617",gpus
